Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
Nasdaq,TREE,"LendingTree, Inc.",95.69,$1.13B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
Nasdaq,LXRX,"Lexicon Pharmaceuticals, Inc.",14.21,$1.48B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
Nasdaq,LGIH,"LGI Homes, Inc.",38.22,$803.51M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
Nasdaq,LHCG,LHC Group,35.93,$652.25M,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
Nasdaq,LBRDA,Liberty Broadband Corporation,70.38,$12.78B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
Nasdaq,LBRDK,Liberty Broadband Corporation,71.54,$12.99B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
Nasdaq,LBTYA,Liberty Global plc,32.84,$30.21B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
Nasdaq,LBTYB,Liberty Global plc,32.0499,$29.48B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
Nasdaq,LBTYK,Liberty Global plc,31.97,$29.41B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
Nasdaq,LILA,Liberty Global plc,28.44,$26.16B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
Nasdaq,LILAK,Liberty Global plc,28.99,$26.67B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
Nasdaq,LVNTA,Liberty Interactive Corporation,39.97,$24.72B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
Nasdaq,LVNTB,Liberty Interactive Corporation,38.27,$23.66B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
Nasdaq,QVCA,Liberty Interactive Corporation,21.26,$13.15B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
Nasdaq,QVCB,Liberty Interactive Corporation,21.26,$13.15B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
Nasdaq,BATRA,Liberty Media Corporation,17.11,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra
Nasdaq,BATRK,Liberty Media Corporation,16.94,$7.93B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk
Nasdaq,LMCA,Liberty Media Corporation,21.88,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca
Nasdaq,LMCK,Liberty Media Corporation,21.69,$10.15B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck
Nasdaq,LSXMA,Liberty Media Corporation,33.82,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma
Nasdaq,LSXMB,Liberty Media Corporation,33.39,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb
Nasdaq,LSXMK,Liberty Media Corporation,33.52,$15.69B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk
Nasdaq,TAX,"Liberty Tax, Inc.",12.78,$164.79M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
Nasdaq,LTRPA,"Liberty TripAdvisor Holdings, Inc.",20.98,$1.57B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
Nasdaq,LTRPB,"Liberty TripAdvisor Holdings, Inc.",22,$1.65B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
Nasdaq,LPNT,"LifePoint Health, Inc.",57.72,$2.46B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
Nasdaq,LCUT,"Lifetime Brands, Inc.",13.35,$192.64M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
Nasdaq,LPTH,"LightPath Technologies, Inc.",1.94,$30.25M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
Nasdaq,LLNW,"Limelight Networks, Inc.",1.79,$187.37M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
Nasdaq,LMNR,Limoneira Co,16.8,$238.19M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
Nasdaq,LINC,Lincoln Educational Services Corporation,1.89,$45.01M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
Nasdaq,LECO,"Lincoln Electric Holdings, Inc.",64.22,$4.32B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
Nasdaq,LLTC,Linear Technology Corporation,58.76,$14.09B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
Nasdaq,LIOX,"Lionbridge Technologies, Inc.",4.92,$305.02M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
Nasdaq,LQDT,"Liquidity Services, Inc.",10.15,$312.03M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
Nasdaq,LFUS,"Littelfuse, Inc.",127.65,$2.87B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
Nasdaq,LIVN,LivaNova PLC,60.95,$2.99B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
Nasdaq,LOB,"Live Oak Bancshares, Inc.",13.67,$467.61M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
Nasdaq,LPSN,"LivePerson, Inc.",8.05,$465.12M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
Nasdaq,LKQ,LKQ Corporation,35.79,$10.99B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
Nasdaq,LMIA,"LMI Aerospace, Inc.",7.47,$101.19M,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
Nasdaq,LOGI,Logitech International S.A.,21.55,$3.49B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
Nasdaq,LOGM,"LogMein, Inc.",88.21,$2.23B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
Nasdaq,CNCR,Loncar Cancer Immunotherapy ETF,24.0899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr
Nasdaq,LONE,Lonestar Resources US Inc.,7.85,$62.97M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone
Nasdaq,LORL,"Loral Space and Communications, Inc.",37.16,$1.15B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
Nasdaq,LPTN,"Lpath, Inc.",2.35,$5.58M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
Nasdaq,LPLA,LPL Financial Holdings Inc.,29.85,$2.66B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
Nasdaq,LYTS,LSI Industries Inc.,10.18,$253.67M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
Nasdaq,LULU,lululemon athletica inc.,68.57,$8.72B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
Nasdaq,LITE,Lumentum Holdings Inc.,35.24,$2.09B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite
Nasdaq,LMNX,Luminex Corporation,21.12,$919.75M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
Nasdaq,LMOS,Lumos Networks Corp.,13.92,$326.61M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
Nasdaq,MBTF,M B T Financial Corp,8.72,$198.23M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
Nasdaq,MIIIU,M III Acquisition Corp.,9.74,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
Nasdaq,MCBC,Macatawa Bank Corporation,8.07,$273.75M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
Nasdaq,MTSI,"MACOM Technology Solutions Holdings, Inc.",43.54,$2.34B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
Nasdaq,MGNX,"MacroGenics, Inc.",29.64,$1.03B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
Nasdaq,MGLN,"Magellan Health, Inc.",55.75,$1.37B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
Nasdaq,MGIC,Magic Software Enterprises Ltd.,7.66,$339.61M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
Nasdaq,MNGA,MagneGas Corporation,0.6274,$31.84M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
Nasdaq,MHLD,"Maiden Holdings, Ltd.",13.69,$1.01B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
Nasdaq,MHLDO,"Maiden Holdings, Ltd.",50.02,$165.07M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
Nasdaq,MSFG,"MainSource Financial Group, Inc.",24.2,$580.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
Nasdaq,MMYT,MakeMyTrip Limited,19.6,$827.56M,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
Nasdaq,MANH,"Manhattan Associates, Inc.",61.73,$4.42B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
Nasdaq,MTEX,"Mannatech, Incorporated",17.01,$45.96M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
Nasdaq,MANT,ManTech International Corporation,40.79,$1.56B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
Nasdaq,MAPI,Mapi - Pharma Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi
Nasdaq,MCHX,"Marchex, Inc.",2.86,$123.88M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
Nasdaq,MARPS,Marine Petroleum Trust,3.69,$7.38M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
Nasdaq,MKTX,"MarketAxess Holdings, Inc.",172.54,$6.49B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
Nasdaq,MRLN,Marlin Business Services Corp.,18.85,$236.37M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
Nasdaq,MAR,Marriott International,70.96,$18.05B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
Nasdaq,MRTN,"Marten Transport, Ltd.",22.13,$718.78M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
Nasdaq,MMLP,Martin Midstream Partners L.P.,20.19,$715.83M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
Nasdaq,MRVL,Marvell Technology Group Ltd.,13.01,$6.65B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
Nasdaq,MASI,Masimo Corporation,59.9,$2.96B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
Nasdaq,MTCH,"Match Group, Inc.",16.04,$4.04B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
Nasdaq,MTLS,Materialise NV,6.58,$311.4M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
Nasdaq,MTRX,Matrix Service Company,18.49,$492.11M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
Nasdaq,MAT,"Mattel, Inc.",33.69,$11.48B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
Nasdaq,MATW,Matthews International Corporation,62.64,$2.01B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
Nasdaq,MFRM,Mattress Firm Holding Corp.,63.98,$2.38B,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
Nasdaq,MXIM,"Maxim Integrated Products, Inc.",41.12,$11.66B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
Nasdaq,MXWL,"Maxwell Technologies, Inc.",5.19,$166.5M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
Nasdaq,MBFI,MB Financial Inc.,39.39,$2.91B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
Nasdaq,MBFIP,MB Financial Inc.,27.18,$108.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
Nasdaq,MGRC,McGrath RentCorp,32.7,$781.78M,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
Nasdaq,MDCA,MDC Partners Inc.,12.49,$623.69M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
Nasdaq,MFIN,Medallion Financial Corp.,4.34,$105.47M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfin
Nasdaq,MFINL,Medallion Financial Corp.,25.1026,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfinl
Nasdaq,MTBCP,"Medical Transcription Billing, Corp.",26.17,$7.71M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp
Nasdaq,MDSO,"Medidata Solutions, Inc.",54.85,$3.15B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
Nasdaq,MDGS,Medigus Ltd.,1.81,$11.6M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
Nasdaq,MDVN,"Medivation, Inc.",80.85,$13.42B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
Nasdaq,MDVXW,Medovex Corp.,0.09,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
Nasdaq,MEDP,"Medpace Holdings, Inc.",30.7,$1.22B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp
Nasdaq,MPEL,Melco Crown Entertainment Limited,14.11,"$5,644 ",2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
Nasdaq,MLNX,"Mellanox Technologies, Ltd.",44.03,$2.12B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
Nasdaq,MEMP,Memorial Production Partners LP,1.91,$159.45M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
Nasdaq,MRD,Memorial Resource Development Corp.,15.15,$3.12B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd
Nasdaq,MENT,Mentor Graphics Corporation,24.37,$2.64B,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
Nasdaq,MELI,"MercadoLibre, Inc.",186.16,$8.22B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
Nasdaq,MBWM,Mercantile Bank Corporation,26.91,$438.08M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
Nasdaq,MERC,Mercer International Inc.,8.7,$562.84M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
Nasdaq,MBVT,"Merchants Bancshares, Inc.",33.44,$229.86M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
Nasdaq,MRCY,Mercury Systems Inc,22.88,$923.45M,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
Nasdaq,EBSB,"Meridian Bancorp, Inc.",15.62,$839.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
Nasdaq,VIVO,Meridian Bioscience Inc.,19.5,$820.69M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
Nasdaq,MMSI,"Merit Medical Systems, Inc.",24.49,$1.09B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
Nasdaq,MRUS,Merus N.V.,9.1,$140.2M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
Nasdaq,MLAB,"Mesa Laboratories, Inc.",112.17,$411.15M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
Nasdaq,MESO,Mesoblast Limited,4.96,$378.32M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso
Nasdaq,CASH,"Meta Financial Group, Inc.",61.6,$525.09M,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
Nasdaq,MEOH,Methanex Corporation,31.62,$2.84B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
Nasdaq,MGEE,MGE Energy Inc.,55.61,$1.93B,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
Nasdaq,MGPI,"MGP Ingredients, Inc.",40.59,$677.76M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi
Nasdaq,MCHP,Microchip Technology Incorporated,62.69,$13.5B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
Nasdaq,MU,"Micron Technology, Inc.",16.7,$17.34B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
Nasdaq,MSCC,Microsemi Corporation,40.11,$4.54B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
Nasdaq,MSFT,Microsoft Corporation,57.67,$449.39B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
Nasdaq,MSTR,MicroStrategy Incorporated,169.78,$1.94B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
Nasdaq,MCEP,"Mid-Con Energy Partners, LP",2.49,$74.48M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
Nasdaq,MSEX,Middlesex Water Company,33.74,$549.3M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
Nasdaq,MSBI,"Midland States Bancorp, Inc.",24.78,$381.64M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/msbi
Nasdaq,MOFG,"MidWestOne Financial Group, Inc.",29.86,$341.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
Nasdaq,MIME,Mimecast Limited,17.22,$938.09M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mime
Nasdaq,MB,"MINDBODY, Inc.",18.02,$715.85M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/mb
Nasdaq,MIND,"Mitcham Industries, Inc.",2.78,$33.61M,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
Nasdaq,MINDP,"Mitcham Industries, Inc.",23.9,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mindp
Nasdaq,MITL,Mitel Networks Corporation,7.57,$920.45M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
Nasdaq,MKSI,"MKS Instruments, Inc.",49.6,$2.66B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
Nasdaq,MINI,"Mobile Mini, Inc.",30.43,$1.35B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
Nasdaq,MOBL,"MobileIron, Inc.",2.99,$256.29M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
Nasdaq,MLNK,"ModusLink Global Solutions, Inc",1.53,$80.45M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
Nasdaq,MNTA,"Momenta Pharmaceuticals, Inc.",12.3,$870.15M,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
Nasdaq,MOMO,Momo Inc.,24.48,$4.72B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
Nasdaq,MCRI,"Monarch Casino & Resort, Inc.",23.83,$412.65M,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
Nasdaq,MDLZ,"Mondelez International, Inc.",44.19,$68.74B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
Nasdaq,MGI,"Moneygram International, Inc.",7.35,$392.83M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
Nasdaq,MPWR,"Monolithic Power Systems, Inc.",77.37,$3.13B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
Nasdaq,TYPE,Monotype Imaging Holdings Inc.,21.29,$868.85M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
Nasdaq,MNRO,"Monro Muffler Brake, Inc.",56.47,$1.82B,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
Nasdaq,MRCC,Monroe Capital Corporation,15.91,$263.68M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
Nasdaq,MNST,Monster Beverage Corporation,153.85,$29.29B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
Nasdaq,MORN,"Morningstar, Inc.",84.4,$3.63B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
Nasdaq,MOSY,"MoSys, Inc.",0.75,$49.49M,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
Nasdaq,MPAA,"Motorcar Parts of America, Inc.",29.06,$541.4M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
Nasdaq,MDM,Mountain Province Diamonds Inc.,5.02,$802.09M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdm
Nasdaq,MRIC,MRI Interventions Inc,5.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mric
Nasdaq,MSG,MSG Networks Inc.,180.89,$4.35B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
Nasdaq,MTSC,MTS Systems Corporation,50.46,$841.42M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
Nasdaq,LABL,Multi-Color Corporation,68.4,$1.15B,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
Nasdaq,MYL,Mylan N.V.,39.97,$21.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
Nasdaq,MYOK,"MyoKardia, Inc.",21.56,$582.56M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myok
Nasdaq,MYRG,"MYR Group, Inc.",29.52,$473.9M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
Nasdaq,MYGN,"Myriad Genetics, Inc.",20.65,$1.43B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
Nasdaq,NBRV,Nabriva Therapeutics AG,7.63,$162.31M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nbrv
Nasdaq,NANO,Nanometrics Incorporated,20.95,$519.41M,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
Nasdaq,NH,"NantHealth, Inc.",12.52,$1.52B,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/nh
Nasdaq,NK,"NantKwest, Inc.",8.01,$659.32M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk
Nasdaq,NSSC,"NAPCO Security Technologies, Inc.",7.14,$134.14M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
Nasdaq,NDAQ,"Nasdaq, Inc.",71.67,$11.86B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq
Nasdaq,NTRA,"Natera, Inc.",10.21,$528.69M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ntra
Nasdaq,NATH,"Nathan&#39;s Famous, Inc.",49.61,$206.98M,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
Nasdaq,FIZZ,National Beverage Corp.,48.79,$2.27B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
Nasdaq,NCMI,"National CineMedia, Inc.",15.12,$943.16M,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
Nasdaq,NCOM,National Commerce Corporation,27.49,$298.82M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/ncom
Nasdaq,NGHCN,National General Holdings Corp,26.0875,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcn
Nasdaq,NGHCO,National General Holdings Corp,26.49,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghco
Nasdaq,NGHCP,National General Holdings Corp,26.15,$57.53M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp
Nasdaq,NGHCZ,National General Holdings Corp,26.25,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcz
Nasdaq,NATI,National Instruments Corporation,28.03,$3.6B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
